수광점ID,학교,종류,교사동/운동장,수광면,층,번호,수광점정의,X,Y,Z,S1_총일조h,S1_연속h,S1_기준A,S2_총일조h,S2_연속h,S2_기준A,Δ총일조h,Δ연속h,변화
여의도고등학교 ②(4층) 2층-21,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,21,일반식,194194.51,547263.1,4.7,3.0,1.17,불충족,3.0,1.17,불충족,0.0,0.0,유지 불충족
여의도고등학교 ②(4층) 3층-21,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,21,일반식,194194.51,547263.1,8.2,4.67,3.5,충족,4.67,3.5,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-21,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,21,일반식,194194.51,547263.1,11.7,5.67,4.33,충족,5.67,4.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-22,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,22,일반식,194191.4,547267.08,1.2,3.0,1.17,불충족,3.0,1.17,불충족,0.0,0.0,유지 불충족
여의도고등학교 ②(4층) 2층-22,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,22,일반식,194191.4,547267.08,4.7,3.83,2.0,충족,3.83,2.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-22,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,22,일반식,194191.4,547267.08,8.2,5.33,4.17,충족,5.33,4.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-22,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,22,일반식,194191.4,547267.08,11.7,5.5,4.17,충족,5.5,4.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-23,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,23,일반식,194188.29,547271.05,1.2,3.83,2.83,충족,3.83,2.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-23,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,23,일반식,194188.29,547271.05,4.7,4.83,3.67,충족,4.83,3.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-23,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,23,일반식,194188.29,547271.05,8.2,5.5,4.17,충족,5.5,4.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-23,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,23,일반식,194188.29,547271.05,11.7,5.5,4.17,충족,5.5,4.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-24,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,24,일반식,194185.18,547275.03,1.2,4.33,3.33,충족,4.33,3.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-24,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,24,일반식,194185.18,547275.03,4.7,5.33,4.17,충족,5.33,4.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-24,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,24,일반식,194185.18,547275.03,8.2,5.33,4.17,충족,5.33,4.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-24,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,24,일반식,194185.18,547275.03,11.7,5.33,4.17,충족,5.33,4.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-25,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,25,일반식,194182.08,547279.0,1.2,4.67,3.67,충족,4.67,3.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-25,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,25,일반식,194182.08,547279.0,4.7,5.0,4.0,충족,5.0,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-25,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,25,일반식,194182.08,547279.0,8.2,5.0,4.0,충족,5.0,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-25,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,25,일반식,194182.08,547279.0,11.7,5.0,4.0,충족,5.0,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-26,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,26,일반식,194178.97,547282.98,1.2,4.83,4.0,충족,4.83,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-26,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,26,일반식,194178.97,547282.98,4.7,4.83,4.0,충족,4.83,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-26,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,26,일반식,194178.97,547282.98,8.2,4.83,4.0,충족,4.83,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-26,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,26,일반식,194178.97,547282.98,11.7,5.0,4.0,충족,5.0,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-27,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,27,일반식,194175.86,547286.95,1.2,4.67,4.0,충족,4.67,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-27,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,27,일반식,194175.86,547286.95,4.7,4.67,4.0,충족,4.67,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-27,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,27,일반식,194175.86,547286.95,8.2,4.83,4.0,충족,4.83,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-27,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,27,일반식,194175.86,547286.95,11.7,5.0,4.0,충족,5.0,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-28,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,28,일반식,194172.75,547290.93,1.2,4.5,3.83,충족,4.5,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-28,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,28,일반식,194172.75,547290.93,4.7,4.67,3.83,충족,4.67,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-28,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,28,일반식,194172.75,547290.93,8.2,5.0,4.0,충족,5.0,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-28,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,28,일반식,194172.75,547290.93,11.7,5.33,4.0,충족,5.33,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-29,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,29,일반식,194169.64,547294.9,1.2,4.5,3.83,충족,4.5,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-29,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,29,일반식,194169.64,547294.9,4.7,4.67,3.83,충족,4.67,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-29,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,29,일반식,194169.64,547294.9,8.2,5.17,4.0,충족,5.17,4.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-29,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,29,일반식,194169.64,547294.9,11.7,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-30,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,30,일반식,194166.53,547298.87,1.2,4.67,3.83,충족,4.67,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-30,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,30,일반식,194166.53,547298.87,4.7,4.83,3.83,충족,4.83,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-30,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,30,일반식,194166.53,547298.87,8.2,5.33,5.17,충족,5.33,5.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-30,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,30,일반식,194166.53,547298.87,11.7,5.5,5.33,충족,5.5,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-31,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,31,일반식,194163.42,547302.85,1.2,5.0,3.83,충족,5.0,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-31,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,31,일반식,194163.42,547302.85,4.7,5.17,3.83,충족,5.17,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-31,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,31,일반식,194163.42,547302.85,8.2,5.5,5.17,충족,5.5,5.17,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-31,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,31,일반식,194163.42,547302.85,11.7,5.83,5.33,충족,5.83,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-32,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,32,일반식,194160.31,547306.82,1.2,5.17,3.83,충족,5.17,3.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-32,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,32,일반식,194160.31,547306.82,4.7,5.5,5.0,충족,5.5,5.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-32,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,32,일반식,194160.31,547306.82,8.2,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-32,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,32,일반식,194160.31,547306.82,11.7,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-33,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,33,일반식,194157.2,547310.8,1.2,5.33,4.83,충족,5.33,4.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-33,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,33,일반식,194157.2,547310.8,4.7,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-33,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,33,일반식,194157.2,547310.8,8.2,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-33,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,33,일반식,194157.2,547310.8,11.7,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-34,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,34,일반식,194154.09,547314.77,1.2,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-34,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,34,일반식,194154.09,547314.77,4.7,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-34,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,34,일반식,194154.09,547314.77,8.2,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-34,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,34,일반식,194154.09,547314.77,11.7,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-35,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,35,일반식,194150.98,547318.75,1.2,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-35,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,35,일반식,194150.98,547318.75,4.7,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-35,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,35,일반식,194150.98,547318.75,8.2,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-35,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,35,일반식,194150.98,547318.75,11.7,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-36,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,36,일반식,194147.87,547322.72,1.2,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-36,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,36,일반식,194147.87,547322.72,4.7,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-36,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,36,일반식,194147.87,547322.72,8.2,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-36,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,36,일반식,194147.87,547322.72,11.7,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-37,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,37,일반식,194144.76,547326.7,1.2,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-37,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,37,일반식,194144.76,547326.7,4.7,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-37,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,37,일반식,194144.76,547326.7,8.2,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-37,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,37,일반식,194144.76,547326.7,11.7,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-38,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,38,일반식,194141.66,547330.67,1.2,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-38,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,38,일반식,194141.66,547330.67,4.7,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-38,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,38,일반식,194141.66,547330.67,8.2,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-38,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,38,일반식,194141.66,547330.67,11.7,6.0,6.0,충족,6.0,6.0,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-39,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,39,일반식,194138.55,547334.64,1.2,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-39,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,39,일반식,194138.55,547334.64,4.7,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-39,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,39,일반식,194138.55,547334.64,8.2,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-39,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,39,일반식,194138.55,547334.64,11.7,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-40,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,40,일반식,194135.44,547338.62,1.2,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-40,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,40,일반식,194135.44,547338.62,4.7,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-40,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,40,일반식,194135.44,547338.62,8.2,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-40,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,40,일반식,194135.44,547338.62,11.7,5.67,5.67,충족,5.67,5.67,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-41,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,41,일반식,194132.33,547342.59,1.2,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 2층-41,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,2,41,일반식,194132.33,547342.59,4.7,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 3층-41,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,3,41,일반식,194132.33,547342.59,8.2,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 4층-41,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,4,41,일반식,194132.33,547342.59,11.7,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도고등학교 ②(4층) 1층-42,여의도고등학교,교사동 창면,여의도고등학교 ②(4층),남향외벽,1,42,일반식,194129.22,547346.57,1.2,5.17,5.17,충족,5.17,5.17,충족,0.0,0.0,유지 충족
